School_Name,Location_Code,District,Latitude,Longitude,City,Zip,Grade_Low,Grade_High,Economic_Need_Index,School_Income_Estimate,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent Black / Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Rigorous_Instruction_Rating,Collaborative Teachers %,Collaborative_Teachers_Rating,Supportive Environment %,Supportive_Environment_Rating,Effective School Leadership %,Effective_School_Leadership_Rating,Strong Family-Community Ties %,Strong_Family-Community_Ties_Rating,Trust %,Trust_Rating,Student_Achievement_Rating,Average_ELA_Proficiency,Average_Math_Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
NORMA ADAMS CLEMONS ACADEMY,17K006,17,40.64898,-73.95625,BROOKLYN,11226,0K,5,0.831,40015.87,0.15,0,0.74,0.23,0.97,0.02,0.92,0.34,0.95,Exceeding Target,0.97,Exceeding Target,0.95,Meeting Target,0.86,Meeting Target,0.82,Approaching Target,0.95,Exceeding Target,Meeting Target,2.31,2.46,111,0,0,0,0,0,0,0,0,0,116,9,0,7,1,0,0,0,1,7,124,10,0,8,0,0,0,0,0,9,128,13,0,11,0,0,0,0,0,11,94,7,0,6,0,0,0,0,0,5,96,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR. JACQUELINE PEEK-DAVIS SCHOOL,17K012,23,40.67312,-73.92007,BROOKLYN,11233,PK,5,0.858,29535.04,0.06,0.01,0.78,0.19,0.97,0.02,0.9,0.42,0.93,Approaching Target,0.85,Meeting Target,0.93,Approaching Target,0.84,Meeting Target,0.87,Meeting Target,0.91,Meeting Target,Approaching Target,2.26,2.19,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,23,2,0,2,0,0,0,0,0,2,23,4,0,4,0,0,0,0,0,4,31,1,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. 061 DR. GLADSTONE H. ATWELL,17K061,17,40.66368,-73.94903,BROOKLYN,11225,6,8,0.713,NA,0.06,0.01,0.84,0.1,0.94,0.01,0.93,0.21,0.85,Approaching Target,0.78,Approaching Target,0.82,Approaching Target,0.7,Approaching Target,0.86,Meeting Target,0.81,Approaching Target,Approaching Target,2.36,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,24,0,21,2,0,0,0,0,11,257,32,0,26,3,0,0,0,0,17,255,16,0,12,1,0,0,0,0,13,261,13,0,9,1,0,0,0,0,10,220,18,0,15,0,0,0,0,0,10,221,10,0,9,0,0,0,0,0,4
P.S. 091 THE ALBANY AVENUE SCHOOL,17K091,17,40.66179,-73.94046,BROOKLYN,11203,PK,5,0.768,40387.86,0.06,0.01,0.9,0.06,0.97,0.01,0.92,0.28,0.95,Meeting Target,0.89,Meeting Target,0.93,Meeting Target,0.8,Meeting Target,0.83,Approaching Target,0.85,Approaching Target,Meeting Target,2.18,2.22,41,1,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,65,5,0,5,0,0,0,0,0,0,66,6,0,6,0,0,0,0,0,0,59,7,0,0,0,0,0,0,0,7,60,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 092 ADRIAN HEGEMAN,17K092,17,40.65627,-73.95415,BROOKLYN,11226,PK,5,0.807,41502.76,0.15,0.06,0.76,0.18,0.93,0.01,0.92,0.3,0.77,Approaching Target,0.89,Meeting Target,0.84,Approaching Target,0.77,Meeting Target,0.86,Meeting Target,0.92,Meeting Target,Approaching Target,2.14,2.22,72,2,0,2,0,0,0,0,0,2,73,5,0,3,1,1,0,0,1,5,59,2,0,2,0,0,0,0,0,0,59,6,0,3,0,0,0,0,2,0,75,1,0,1,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 138 BROOKLYN,17K138,17,40.67395,-73.9514,BROOKLYN,11216,PK,8,0.776,42632,0.06,0.01,0.85,0.09,0.94,0.04,0.91,0.31,0.99,Exceeding Target,1,Exceeding Target,0.92,Meeting Target,0.99,Exceeding Target,0.92,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.47,2.54,65,3,0,3,0,0,0,0,0,2,65,13,0,11,0,0,0,0,0,12,51,8,0,7,0,0,0,0,0,6,53,9,0,9,0,0,0,0,0,8,53,3,0,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,85,4,0,3,0,0,0,0,0,3,88,14,0,10,0,0,0,0,0,8,85,2,0,2,0,0,0,0,0,2,85,7,0,7,0,0,0,0,0,4,81,5,0,5,0,0,0,0,0,3,83,13,0,13,0,0,0,0,0,10
P.S. 161 THE CROWN,17K161,17,40.66591,-73.9492,BROOKLYN,11225,0K,5,0.736,41699.4,0.04,0.08,0.78,0.11,0.89,0.02,0.94,0.2,0.99,Meeting Target,0.94,Meeting Target,0.96,Meeting Target,0.89,Exceeding Target,0.87,Meeting Target,0.95,Exceeding Target,Approaching Target,2.45,2.64,64,1,0,0,0,0,0,0,0,0,64,4,0,2,0,0,0,0,0,0,76,12,0,12,0,0,0,0,0,11,77,12,0,12,0,0,0,0,0,10,63,7,0,4,0,1,0,0,0,4,64,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 181 BROOKLYN,17K181,17,40.64809,-73.94591,BROOKLYN,11203,PK,8,0.721,43642.71,0.09,0,0.86,0.1,0.95,0.02,0.92,0.26,0.8,Approaching Target,0.81,Meeting Target,0.81,Approaching Target,0.79,Meeting Target,0.81,Approaching Target,0.87,Meeting Target,Approaching Target,2.27,2.17,91,3,0,2,0,0,0,0,0,3,93,2,0,2,0,0,0,0,0,2,108,6,0,6,0,0,0,0,0,2,108,1,0,1,0,0,0,0,0,1,92,2,0,1,0,0,0,0,0,2,92,0,0,0,0,0,0,0,0,0,83,6,0,5,0,0,0,0,0,3,84,4,0,4,0,0,0,0,0,1,77,2,0,1,0,0,0,0,0,1,78,1,0,0,1,0,0,0,0,1,85,3,0,3,0,0,0,0,0,2,85,2,0,2,0,0,0,0,0,2
P.S. 189 THE BILINGUAL CENTER,17K189,17,40.66545,-73.92568,BROOKLYN,11212,0K,8,0.735,36588.31,0.16,0.02,0.72,0.25,0.97,0,0.94,0.18,0.94,Approaching Target,0.91,Meeting Target,0.87,Meeting Target,0.83,Meeting Target,0.82,Meeting Target,0.9,Meeting Target,Exceeding Target,2.66,2.91,104,2,0,1,0,0,0,0,0,2,107,42,0,32,0,0,0,0,3,39,94,23,0,18,0,0,0,0,1,0,91,43,0,34,9,0,0,0,2,0,114,15,0,13,0,0,0,0,0,10,114,19,0,13,0,0,0,0,0,15,95,19,0,13,0,0,0,0,0,12,97,31,0,15,16,0,0,0,2,28,112,8,0,8,0,0,0,0,0,7,102,18,0,14,0,0,0,0,0,15,121,24,0,18,0,0,0,0,1,20,108,40,0,33,0,0,0,0,1,34
P.S. 191 PAUL ROBESON,17K191,17,40.67181,-73.9242,BROOKLYN,11233,PK,5,0.916,31283.29,0.04,0.01,0.8,0.17,0.97,0,0.89,0.47,0.94,Meeting Target,0.88,Meeting Target,0.91,Approaching Target,0.78,Approaching Target,0.77,Not Meeting Target,0.84,Approaching Target,Meeting Target,2.21,2.55,22,2,0,0,0,0,0,0,0,2,23,5,0,0,0,0,0,0,0,5,24,4,0,0,0,0,0,0,0,3,24,15,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 221 TOUSSAINT L'OUVERTURE,17K221,17,40.66394,-73.93606,BROOKLYN,11213,PK,5,0.707,37729.35,0.06,0,0.86,0.1,0.97,0.02,0.91,0.33,0.98,Meeting Target,0.98,Exceeding Target,0.96,Meeting Target,0.88,Exceeding Target,0.9,Exceeding Target,0.98,Exceeding Target,Meeting Target,2.44,2.49,48,1,0,0,0,0,0,0,0,1,50,6,0,6,0,0,0,0,0,4,74,9,0,8,0,0,0,0,0,8,76,4,0,4,0,0,0,0,0,2,66,3,0,3,0,0,0,0,0,2,66,7,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 241 EMMA L. JOHNSTON,17K241,17,40.66888,-73.96054,BROOKLYN,11225,PK,5,0.788,41936.33,0.08,0,0.86,0.1,0.96,0.02,0.93,0.2,0.89,Meeting Target,0.9,Meeting Target,0.91,Meeting Target,0.83,Meeting Target,0.84,Approaching Target,0.92,Meeting Target,Meeting Target,2.61,2.95,87,8,0,8,0,0,0,0,0,8,88,38,0,34,0,0,0,0,2,36,84,10,0,9,0,0,0,0,0,8,87,15,0,13,1,0,0,0,0,13,90,15,0,14,0,0,0,0,0,13,89,20,0,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. 246 WALT WHITMAN,17K246,17,40.64836,-73.95343,BROOKLYN,11226,6,8,0.708,NA,0.21,0.01,0.75,0.21,0.96,0.02,0.91,0.32,0.84,Approaching Target,0.78,Approaching Target,0.8,Approaching Target,0.73,Approaching Target,0.79,Meeting Target,0.84,Approaching Target,Meeting Target,2.24,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3,0,2,1,0,0,0,0,1,102,3,0,2,0,0,0,0,0,3,118,1,0,1,0,0,0,0,0,0,125,1,0,1,0,0,0,0,0,0,168,3,0,2,0,0,0,0,0,2,130,0,0,0,0,0,0,0,0,0
P.S. 249 THE CATON,17K249,17,40.64955,-73.96651,BROOKLYN,11226,PK,5,0.747,44794.45,0.24,0.06,0.39,0.5,0.89,0.04,0.94,0.17,0.98,Exceeding Target,0.97,Exceeding Target,0.96,Exceeding Target,0.88,Exceeding Target,0.87,Meeting Target,0.96,Exceeding Target,Meeting Target,2.75,3.19,135,5,0,3,0,1,0,0,0,3,136,66,0,18,38,7,0,0,12,44,132,30,0,14,9,5,0,0,0,19,132,50,0,16,25,6,0,0,1,32,101,12,0,6,5,0,0,0,0,10,104,24,0,10,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 289 GEORGE V. BROWER,17K289,17,40.67424,-73.9424,BROOKLYN,11213,PK,5,0.829,36590.41,0.07,0.03,0.73,0.19,0.92,0.02,0.89,0.41,0.9,Meeting Target,0.89,Meeting Target,0.92,Approaching Target,0.8,Meeting Target,0.8,Approaching Target,0.91,Meeting Target,Exceeding Target,2.51,2.53,59,1,0,0,0,0,0,0,0,1,61,2,0,1,1,0,0,0,0,2,58,7,0,5,1,0,0,0,0,4,59,6,0,4,1,0,0,0,0,3,59,9,0,6,0,0,0,0,0,5,59,8,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 316 ELIJAH STROUD,17K316,17,40.67455,-73.96087,BROOKLYN,11238,PK,5,0.755,51849.49,0.04,0,0.72,0.2,0.92,0.06,0.94,0.18,0.98,Exceeding Target,0.94,Exceeding Target,0.96,Exceeding Target,0.83,Meeting Target,0.86,Meeting Target,0.94,Meeting Target,Exceeding Target,2.57,2.85,54,1,0,0,0,0,0,0,0,1,54,10,0,7,0,0,0,0,0,7,49,9,0,5,0,0,0,0,0,6,51,8,0,4,0,0,0,0,0,4,40,2,0,2,0,0,0,0,0,1,40,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I.S. 340,17K340,13,40.67627,-73.96972,BROOKLYN,11238,6,8,0.764,NA,0.01,0.02,0.83,0.13,0.96,0.01,0.93,0.21,0.9,Approaching Target,0.93,Meeting Target,0.83,Meeting Target,0.91,Exceeding Target,0.81,Meeting Target,0.89,Meeting Target,Approaching Target,2.73,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,0,4,0,0,0,0,0,3,67,1,0,0,0,0,0,0,0,1,69,3,0,2,0,0,0,0,0,2,69,1,0,1,0,0,0,0,0,1,55,5,0,4,0,0,0,0,0,4,54,1,0,1,0,0,0,0,0,0
EBBETS FIELD MIDDLE SCHOOL,17K352,17,40.66488,-73.95952,BROOKLYN,11225,6,8,0.786,NA,0.19,0.03,0.64,0.3,0.94,0.04,0.91,0.29,0.91,Approaching Target,0.85,Meeting Target,0.84,Approaching Target,0.73,Approaching Target,0.76,Approaching Target,0.89,Meeting Target,Meeting Target,2.12,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,44,2,0,0,1,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,85,4,0,4,0,0,0,0,0,0
ELIJAH STROUD MIDDLE SCHOOL,17K353,17,40.67455,-73.96087,BROOKLYN,11238,6,8,0.746,NA,0.04,0.02,0.83,0.14,0.96,0.02,0.93,0.22,0.91,Meeting Target,0.9,Meeting Target,0.86,Meeting Target,0.89,Meeting Target,0.78,Meeting Target,0.94,Exceeding Target,Approaching Target,2.16,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,4,0,3,0,0,0,0,0,3,62,3,0,2,1,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,90,1,0,1,0,0,0,0,0,0
THE SCHOOL OF INTEGRATED LEARNING,17K354,17,40.67227,-73.93716,BROOKLYN,11213,6,8,0.792,NA,0.11,0.03,0.78,0.13,0.91,0.03,0.92,0.27,0.99,Exceeding Target,0.97,Exceeding Target,0.96,Exceeding Target,0.95,Exceeding Target,0.88,Exceeding Target,0.98,Exceeding Target,Exceeding Target,2.69,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,3,0,0,0,0,0,0,48,7,0,5,2,0,0,0,0,0,62,9,0,6,0,0,0,0,0,7,66,8,0,5,2,0,0,0,0,7,71,9,0,8,1,0,0,0,0,7,76,13,0,11,0,0,0,0,1,11
P.S. 375 JACKIE ROBINSON SCHOOL,17K375,17,40.66488,-73.95952,BROOKLYN,11225,PK,5,0.802,43886.54,0.25,0.03,0.62,0.3,0.92,0.04,0.9,0.35,0.88,Meeting Target,0.92,Meeting Target,0.9,Meeting Target,0.89,Exceeding Target,0.85,Meeting Target,0.92,Meeting Target,Meeting Target,2.2,2.44,72,2,0,2,0,0,0,0,0,1,75,19,0,14,4,0,0,0,0,17,61,3,0,1,0,0,0,0,0,2,63,4,0,1,3,0,0,0,1,3,54,3,0,1,0,0,0,0,0,3,59,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,17K382,17,40.64959,-73.95718,BROOKLYN,11226,6,12,0.684,NA,0.09,0.01,0.81,0.15,0.96,0.01,0.95,0.17,0.79,Approaching Target,0.76,Approaching Target,0.75,Approaching Target,0.68,Approaching Target,0.7,Approaching Target,0.77,Not Meeting Target,Meeting Target,2.27,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,0,0,0,0,0,0,32,2,0,2,0,0,0,0,0,2,44,3,0,3,0,0,0,0,0,0,44,2,0,2,0,0,0,0,0,0,49,2,0,0,0,0,0,0,0,1,49,1,0,0,0,0,0,0,0,1
M.S. K394,17K394,17,40.67271,-73.92893,BROOKLYN,11213,PK,8,0.797,32470.47,0.04,0.06,0.77,0.15,0.92,0.01,0.92,0.24,0.89,Meeting Target,0.86,Meeting Target,0.83,Approaching Target,0.8,Meeting Target,0.82,Approaching Target,0.85,Approaching Target,Approaching Target,2.35,2.21,58,2,0,2,0,0,0,0,0,0,58,8,0,7,0,0,0,0,0,0,48,4,0,2,0,0,0,0,0,0,48,3,0,2,0,0,0,0,0,0,39,3,0,1,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,48,3,0,3,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,57,1,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
P.S. 397 FOSTER-LAURIE,17K397,17,40.65873,-73.94638,BROOKLYN,11203,0K,5,0.815,42545.15,0.12,0.02,0.83,0.08,0.91,0.04,0.93,0.27,0.94,Approaching Target,0.85,Approaching Target,0.89,Meeting Target,0.72,Approaching Target,0.83,Approaching Target,0.86,Meeting Target,Approaching Target,2.25,2.22,41,2,0,1,0,0,0,0,0,1,41,3,0,0,0,0,0,0,0,2,41,1,0,1,0,0,0,0,0,1,41,3,0,3,0,0,0,0,0,3,49,4,0,0,0,0,0,0,0,2,49,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 398 WALTER WEAVER,17K398,17,40.66397,-73.92786,BROOKLYN,11212,PK,5,0.868,36313.08,0.06,0.01,0.73,0.12,0.85,0.01,0.88,0.46,0.89,Approaching Target,0.89,Meeting Target,0.86,Approaching Target,0.79,Meeting Target,0.82,Approaching Target,0.92,Meeting Target,Approaching Target,2.24,2.26,45,0,0,0,0,0,0,0,0,0,46,1,0,1,0,0,0,0,0,1,42,3,0,1,2,0,0,0,0,2,42,1,0,1,0,0,0,0,0,1,44,2,1,1,0,0,0,0,0,0,44,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 399 STANLEY EUGENE CLARK,17K399,17,40.64825,-73.95178,BROOKLYN,11226,0K,5,0.725,40553.81,0.09,0.03,0.72,0.14,0.86,0.01,0.93,0.25,0.82,Approaching Target,0.69,Approaching Target,0.97,Exceeding Target,0.53,Not Meeting Target,0.87,Meeting Target,0.77,Approaching Target,Approaching Target,2.36,2.38,74,0,0,0,0,0,0,0,0,0,75,9,4,4,0,0,0,0,0,9,85,7,1,6,0,0,0,0,0,6,85,5,1,4,0,0,0,0,0,4,75,10,0,7,0,0,0,0,0,0,75,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RONALD EDMONDS LEARNING CENTER II,17K484,23,40.67312,-73.92007,BROOKLYN,11233,6,8,0.844,NA,0.04,0.01,0.84,0.13,0.96,0.01,0.9,0.36,0.97,Meeting Target,1,Exceeding Target,1,Meeting Target,0.98,Exceeding Target,0.95,Exceeding Target,1,Exceeding Target,Meeting Target,2.32,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,0,0,0,0,0,39,1,0,1,0,0,0,0,0,0,38,2,0,2,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,45,3,0,2,0,0,0,0,0,2,44,2,0,2,0,0,0,0,0,2
